flight_id,date,year,month,day,hour,carrier,carrier_name,origin,origin_city,dest,dest_city,dep_delay,arr_delay,distance
3598,2024-05-29,2024,5,29,22,WN,Southwest Airlines,DEN,Denver,SFO,San Francisco,6.5,5.9,2431
3599,2024-05-29,2024,5,29,23,DL,Delta Air Lines,LAX,Los Angeles,ORD,Chicago,14.1,12.7,1185
3600,2024-05-30,2024,5,30,0,WN,Southwest Airlines,DEN,Denver,DFW,Dallas,6.6,5.9,1375
3601,2024-05-30,2024,5,30,1,WN,Southwest Airlines,JFK,New York,DFW,Dallas,7.9,7.1,2422
3602,2024-05-30,2024,5,30,2,AA,American Airlines,BOS,Boston,JFK,New York,8.2,7.4,1357
3603,2024-05-30,2024,5,30,3,AS,Alaska Airlines,ORD,Chicago,ATL,Atlanta,13.7,12.3,2321
3604,2024-05-30,2024,5,30,4,UA,United Airlines,JFK,New York,DEN,Denver,12.4,11.2,1754
3605,2024-05-30,2024,5,30,5,AA,American Airlines,JFK,New York,DFW,Dallas,9.8,8.8,2797
3606,2024-05-30,2024,5,30,6,UA,United Airlines,LAX,Los Angeles,DEN,Denver,17.0,15.3,615
3607,2024-05-30,2024,5,30,7,B6,JetBlue,BOS,Boston,ORD,Chicago,33.1,29.8,400
3608,2024-05-30,2024,5,30,8,WN,Southwest Airlines,SFO,San Francisco,DEN,Denver,11.7,10.5,2641
3609,2024-05-30,2024,5,30,9,NK,Spirit Airlines,DEN,Denver,SFO,San Francisco,14.2,12.8,751
3610,2024-05-30,2024,5,30,10,WN,Southwest Airlines,SFO,San Francisco,ATL,Atlanta,21.6,19.4,1414
3611,2024-05-30,2024,5,30,11,DL,Delta Air Lines,DEN,Denver,BOS,Boston,27.7,24.9,730
3612,2024-05-30,2024,5,30,12,DL,Delta Air Lines,BOS,Boston,JFK,New York,14.7,13.2,687
3613,2024-05-30,2024,5,30,13,DL,Delta Air Lines,DFW,Dallas,BOS,Boston,11.9,10.7,2675
3614,2024-05-30,2024,5,30,14,AA,American Airlines,SFO,San Francisco,DEN,Denver,13.9,12.5,857
3615,2024-05-30,2024,5,30,15,UA,United Airlines,ATL,Atlanta,BOS,Boston,23.1,20.8,2636
3616,2024-05-30,2024,5,30,16,WN,Southwest Airlines,JFK,New York,SFO,San Francisco,10.4,9.4,581
3617,2024-05-30,2024,5,30,17,UA,United Airlines,DEN,Denver,SFO,San Francisco,19.4,17.5,2095
3618,2024-05-30,2024,5,30,18,UA,United Airlines,DFW,Dallas,BOS,Boston,35.4,31.9,1436
3619,2024-05-30,2024,5,30,19,DL,Delta Air Lines,DEN,Denver,SFO,San Francisco,26.8,24.1,2645
3620,2024-05-30,2024,5,30,20,NK,Spirit Airlines,SFO,San Francisco,LAX,Los Angeles,16.4,14.8,1567
3621,2024-05-30,2024,5,30,21,NK,Spirit Airlines,DEN,Denver,SFO,San Francisco,17.0,15.3,1337
3622,2024-05-30,2024,5,30,22,WN,Southwest Airlines,DFW,Dallas,BOS,Boston,4.4,4.0,513
3623,2024-05-30,2024,5,30,23,WN,Southwest Airlines,LAX,Los Angeles,SFO,San Francisco,4.6,4.1,2776
3624,2024-05-31,2024,5,31,0,AS,Alaska Airlines,ORD,Chicago,BOS,Boston,21.9,19.7,1519
3625,2024-05-31,2024,5,31,1,NK,Spirit Airlines,DFW,Dallas,SFO,San Francisco,5.2,4.7,271
3626,2024-05-31,2024,5,31,2,AS,Alaska Airlines,SFO,San Francisco,BOS,Boston,16.6,14.9,1007
3627,2024-05-31,2024,5,31,3,B6,JetBlue,ATL,Atlanta,JFK,New York,0.0,0.0,1422
3628,2024-05-31,2024,5,31,4,AS,Alaska Airlines,SFO,San Francisco,DEN,Denver,25.0,22.5,478
3629,2024-05-31,2024,5,31,5,NK,Spirit Airlines,JFK,New York,DEN,Denver,11.4,10.3,556
3630,2024-05-31,2024,5,31,6,B6,JetBlue,ORD,Chicago,LAX,Los Angeles,20.4,18.4,1410
3631,2024-05-31,2024,5,31,7,NK,Spirit Airlines,LAX,Los Angeles,DFW,Dallas,13.5,12.2,1547
3632,2024-05-31,2024,5,31,8,B6,JetBlue,BOS,Boston,JFK,New York,20.7,18.6,418
3633,2024-05-31,2024,5,31,9,AA,American Airlines,LAX,Los Angeles,ATL,Atlanta,25.9,23.3,2539
3634,2024-05-31,2024,5,31,10,WN,Southwest Airlines,SFO,San Francisco,BOS,Boston,21.0,18.9,1548
3635,2024-05-31,2024,5,31,11,UA,United Airlines,ORD,Chicago,BOS,Boston,13.1,11.8,2751
3636,2024-05-31,2024,5,31,12,WN,Southwest Airlines,DFW,Dallas,ATL,Atlanta,21.8,19.6,2645
3637,2024-05-31,2024,5,31,13,UA,United Airlines,JFK,New York,LAX,Los Angeles,19.7,17.7,1177
3638,2024-05-31,2024,5,31,14,NK,Spirit Airlines,DFW,Dallas,DEN,Denver,20.9,18.8,821
3639,2024-05-31,2024,5,31,15,UA,United Airlines,DFW,Dallas,DEN,Denver,16.0,14.4,2371
3640,2024-05-31,2024,5,31,16,AS,Alaska Airlines,ORD,Chicago,DFW,Dallas,26.2,23.6,626
3641,2024-05-31,2024,5,31,17,AS,Alaska Airlines,ORD,Chicago,DFW,Dallas,31.0,27.9,1279
3642,2024-05-31,2024,5,31,18,NK,Spirit Airlines,DFW,Dallas,DEN,Denver,17.0,15.3,1144
3643,2024-05-31,2024,5,31,19,UA,United Airlines,DFW,Dallas,JFK,New York,21.7,19.5,2345
3644,2024-05-31,2024,5,31,20,DL,Delta Air Lines,ATL,Atlanta,BOS,Boston,16.5,14.9,2015
3645,2024-05-31,2024,5,31,21,UA,United Airlines,LAX,Los Angeles,DFW,Dallas,7.3,6.6,421
3646,2024-05-31,2024,5,31,22,DL,Delta Air Lines,JFK,New York,BOS,Boston,2.2,2.0,669
3647,2024-05-31,2024,5,31,23,UA,United Airlines,LAX,Los Angeles,ORD,Chicago,0.0,0.0,257
3648,2024-06-01,2024,6,1,0,WN,Southwest Airlines,DFW,Dallas,LAX,Los Angeles,3.0,2.7,917
3649,2024-06-01,2024,6,1,1,WN,Southwest Airlines,ORD,Chicago,DEN,Denver,20.3,18.3,2552
3650,2024-06-01,2024,6,1,2,AS,Alaska Airlines,ATL,Atlanta,JFK,New York,0.3,0.3,1644
3651,2024-06-01,2024,6,1,3,AS,Alaska Airlines,SFO,San Francisco,ATL,Atlanta,0.0,0.0,599
3652,2024-06-01,2024,6,1,4,NK,Spirit Airlines,ATL,Atlanta,BOS,Boston,8.8,7.9,2124
3653,2024-06-01,2024,6,1,5,B6,JetBlue,BOS,Boston,JFK,New York,14.5,13.1,2730
3654,2024-06-01,2024,6,1,6,DL,Delta Air Lines,LAX,Los Angeles,ATL,Atlanta,25.2,22.7,1321
3655,2024-06-01,2024,6,1,7,DL,Delta Air Lines,ATL,Atlanta,JFK,New York,20.4,18.4,2724
3656,2024-06-01,2024,6,1,8,B6,JetBlue,LAX,Los Angeles,ATL,Atlanta,28.4,25.6,2182
3657,2024-06-01,2024,6,1,9,WN,Southwest Airlines,LAX,Los Angeles,BOS,Boston,46.1,41.5,411
3658,2024-06-01,2024,6,1,10,UA,United Airlines,BOS,Boston,ORD,Chicago,29.2,26.3,1567
3659,2024-06-01,2024,6,1,11,AS,Alaska Airlines,BOS,Boston,JFK,New York,5.8,5.2,2404
3660,2024-06-01,2024,6,1,12,AA,American Airlines,ATL,Atlanta,JFK,New York,21.1,19.0,1003
3661,2024-06-01,2024,6,1,13,AA,American Airlines,DFW,Dallas,SFO,San Francisco,19.2,17.3,356
3662,2024-06-01,2024,6,1,14,DL,Delta Air Lines,ORD,Chicago,ATL,Atlanta,15.7,14.1,1544
3663,2024-06-01,2024,6,1,15,B6,JetBlue,BOS,Boston,ATL,Atlanta,16.9,15.2,2236
3664,2024-06-01,2024,6,1,16,AS,Alaska Airlines,DEN,Denver,SFO,San Francisco,12.9,11.6,1668
3665,2024-06-01,2024,6,1,17,DL,Delta Air Lines,DFW,Dallas,BOS,Boston,14.7,13.2,1867
3666,2024-06-01,2024,6,1,18,AS,Alaska Airlines,ORD,Chicago,JFK,New York,26.7,24.0,1212
3667,2024-06-01,2024,6,1,19,WN,Southwest Airlines,ATL,Atlanta,SFO,San Francisco,17.6,15.8,1596
3668,2024-06-01,2024,6,1,20,UA,United Airlines,SFO,San Francisco,DEN,Denver,20.1,18.1,2277
3669,2024-06-01,2024,6,1,21,AS,Alaska Airlines,SFO,San Francisco,ATL,Atlanta,17.2,15.5,1149
3670,2024-06-01,2024,6,1,22,WN,Southwest Airlines,ORD,Chicago,DFW,Dallas,0.0,0.0,680
3671,2024-06-01,2024,6,1,23,WN,Southwest Airlines,DEN,Denver,JFK,New York,23.3,21.0,2015
3672,2024-06-02,2024,6,2,0,UA,United Airlines,SFO,San Francisco,BOS,Boston,2.8,2.5,1995
3673,2024-06-02,2024,6,2,1,UA,United Airlines,ORD,Chicago,DFW,Dallas,16.3,14.7,2183
3674,2024-06-02,2024,6,2,2,DL,Delta Air Lines,LAX,Los Angeles,BOS,Boston,16.0,14.4,1579
3675,2024-06-02,2024,6,2,3,NK,Spirit Airlines,ORD,Chicago,BOS,Boston,21.1,19.0,271
3676,2024-06-02,2024,6,2,4,WN,Southwest Airlines,DFW,Dallas,ORD,Chicago,12.8,11.5,2007
3677,2024-06-02,2024,6,2,5,AS,Alaska Airlines,SFO,San Francisco,ATL,Atlanta,21.0,18.9,2516
3678,2024-06-02,2024,6,2,6,NK,Spirit Airlines,ATL,Atlanta,ORD,Chicago,15.4,13.9,788
3679,2024-06-02,2024,6,2,7,WN,Southwest Airlines,ORD,Chicago,LAX,Los Angeles,49.0,44.1,1268
3680,2024-06-02,2024,6,2,8,WN,Southwest Airlines,ATL,Atlanta,DEN,Denver,28.9,26.0,369
3681,2024-06-02,2024,6,2,9,UA,United Airlines,ATL,Atlanta,ORD,Chicago,21.1,19.0,330
3682,2024-06-02,2024,6,2,10,NK,Spirit Airlines,LAX,Los Angeles,SFO,San Francisco,7.4,6.7,2773
3683,2024-06-02,2024,6,2,11,WN,Southwest Airlines,BOS,Boston,SFO,San Francisco,25.6,23.0,733
3684,2024-06-02,2024,6,2,12,WN,Southwest Airlines,BOS,Boston,LAX,Los Angeles,13.4,12.1,1894
3685,2024-06-02,2024,6,2,13,DL,Delta Air Lines,ORD,Chicago,DFW,Dallas,12.7,11.4,1447
3686,2024-06-02,2024,6,2,14,WN,Southwest Airlines,LAX,Los Angeles,SFO,San Francisco,16.8,15.1,1147
3687,2024-06-02,2024,6,2,15,DL,Delta Air Lines,LAX,Los Angeles,JFK,New York,28.1,25.3,2334
3688,2024-06-02,2024,6,2,16,DL,Delta Air Lines,ATL,Atlanta,LAX,Los Angeles,31.3,28.2,1778
3689,2024-06-02,2024,6,2,17,B6,JetBlue,SFO,San Francisco,LAX,Los Angeles,24.9,22.4,2135
3690,2024-06-02,2024,6,2,18,DL,Delta Air Lines,ORD,Chicago,SFO,San Francisco,39.3,35.4,2121
3691,2024-06-02,2024,6,2,19,AS,Alaska Airlines,DEN,Denver,DFW,Dallas,37.2,33.5,1678
3692,2024-06-02,2024,6,2,20,NK,Spirit Airlines,BOS,Boston,JFK,New York,18.8,16.9,2449
3693,2024-06-02,2024,6,2,21,AA,American Airlines,ORD,Chicago,JFK,New York,14.4,13.0,2667
3694,2024-06-02,2024,6,2,22,WN,Southwest Airlines,BOS,Boston,SFO,San Francisco,2.3,2.1,1916
3695,2024-06-02,2024,6,2,23,B6,JetBlue,ATL,Atlanta,ORD,Chicago,15.9,14.3,2095
3696,2024-06-03,2024,6,3,0,UA,United Airlines,ATL,Atlanta,BOS,Boston,10.6,9.5,1697
3697,2024-06-03,2024,6,3,1,AA,American Airlines,BOS,Boston,JFK,New York,5.8,5.2,2399
3698,2024-06-03,2024,6,3,2,AA,American Airlines,SFO,San Francisco,BOS,Boston,11.8,10.6,1164
3699,2024-06-03,2024,6,3,3,UA,United Airlines,ATL,Atlanta,LAX,Los Angeles,22.3,20.1,342
3700,2024-06-03,2024,6,3,4,UA,United Airlines,ATL,Atlanta,SFO,San Francisco,24.1,21.7,1656
3701,2024-06-03,2024,6,3,5,NK,Spirit Airlines,DFW,Dallas,DEN,Denver,23.9,21.5,940
3702,2024-06-03,2024,6,3,6,NK,Spirit Airlines,DEN,Denver,DFW,Dallas,16.3,14.7,1186
3703,2024-06-03,2024,6,3,7,NK,Spirit Airlines,ATL,Atlanta,SFO,San Francisco,41.9,37.7,2620
3704,2024-06-03,2024,6,3,8,AS,Alaska Airlines,DEN,Denver,DFW,Dallas,24.5,22.1,1774
3705,2024-06-03,2024,6,3,9,DL,Delta Air Lines,BOS,Boston,DEN,Denver,29.2,26.3,1035
3706,2024-06-03,2024,6,3,10,AS,Alaska Airlines,BOS,Boston,ATL,Atlanta,15.5,14.0,729
3707,2024-06-03,2024,6,3,11,DL,Delta Air Lines,DFW,Dallas,DEN,Denver,15.7,14.1,1229
3708,2024-06-03,2024,6,3,12,AA,American Airlines,ORD,Chicago,LAX,Los Angeles,6.5,5.9,435
3709,2024-06-03,2024,6,3,13,AA,American Airlines,DEN,Denver,SFO,San Francisco,14.7,13.2,751
3710,2024-06-03,2024,6,3,14,UA,United Airlines,DEN,Denver,ATL,Atlanta,15.6,14.0,518
3711,2024-06-03,2024,6,3,15,AS,Alaska Airlines,LAX,Los Angeles,ORD,Chicago,27.6,24.8,531
3712,2024-06-03,2024,6,3,16,UA,United Airlines,DEN,Denver,ORD,Chicago,10.2,9.2,2655
3713,2024-06-03,2024,6,3,17,B6,JetBlue,LAX,Los Angeles,DFW,Dallas,42.9,38.6,1158
3714,2024-06-03,2024,6,3,18,AS,Alaska Airlines,LAX,Los Angeles,BOS,Boston,33.0,29.7,398
3715,2024-06-03,2024,6,3,19,UA,United Airlines,BOS,Boston,DEN,Denver,16.3,14.7,247
3716,2024-06-03,2024,6,3,20,WN,Southwest Airlines,ATL,Atlanta,LAX,Los Angeles,19.6,17.6,2499
3717,2024-06-03,2024,6,3,21,AA,American Airlines,DEN,Denver,SFO,San Francisco,26.3,23.7,637
3718,2024-06-03,2024,6,3,22,B6,JetBlue,ORD,Chicago,DEN,Denver,11.4,10.3,1106
3719,2024-06-03,2024,6,3,23,AS,Alaska Airlines,SFO,San Francisco,LAX,Los Angeles,4.4,4.0,2175
3720,2024-06-04,2024,6,4,0,DL,Delta Air Lines,JFK,New York,ORD,Chicago,19.9,17.9,1943
3721,2024-06-04,2024,6,4,1,WN,Southwest Airlines,SFO,San Francisco,DEN,Denver,9.7,8.7,1227
3722,2024-06-04,2024,6,4,2,AA,American Airlines,BOS,Boston,DFW,Dallas,12.4,11.2,1907
3723,2024-06-04,2024,6,4,3,AS,Alaska Airlines,JFK,New York,DFW,Dallas,12.7,11.4,1925
3724,2024-06-04,2024,6,4,4,WN,Southwest Airlines,ORD,Chicago,LAX,Los Angeles,22.0,19.8,1777
3725,2024-06-04,2024,6,4,5,AS,Alaska Airlines,SFO,San Francisco,ORD,Chicago,12.6,11.3,1894
3726,2024-06-04,2024,6,4,6,B6,JetBlue,JFK,New York,DFW,Dallas,21.3,19.2,495
3727,2024-06-04,2024,6,4,7,AA,American Airlines,ORD,Chicago,DFW,Dallas,19.3,17.4,1493
3728,2024-06-04,2024,6,4,8,NK,Spirit Airlines,DEN,Denver,BOS,Boston,29.1,26.2,2656
3729,2024-06-04,2024,6,4,9,AA,American Airlines,ATL,Atlanta,BOS,Boston,40.9,36.8,1744
3730,2024-06-04,2024,6,4,10,WN,Southwest Airlines,SFO,San Francisco,ATL,Atlanta,20.2,18.2,1037
3731,2024-06-04,2024,6,4,11,NK,Spirit Airlines,BOS,Boston,DFW,Dallas,19.4,17.5,1314
3732,2024-06-04,2024,6,4,12,WN,Southwest Airlines,JFK,New York,SFO,San Francisco,37.5,33.8,1197
3733,2024-06-04,2024,6,4,13,AS,Alaska Airlines,ATL,Atlanta,JFK,New York,24.5,22.1,1905
3734,2024-06-04,2024,6,4,14,AS,Alaska Airlines,ORD,Chicago,BOS,Boston,11.7,10.5,2774
3735,2024-06-04,2024,6,4,15,B6,JetBlue,DEN,Denver,SFO,San Francisco,10.2,9.2,2079
3736,2024-06-04,2024,6,4,16,B6,JetBlue,SFO,San Francisco,ORD,Chicago,14.7,13.2,1630
3737,2024-06-04,2024,6,4,17,AA,American Airlines,ATL,Atlanta,ORD,Chicago,26.1,23.5,264
3738,2024-06-04,2024,6,4,18,WN,Southwest Airlines,ORD,Chicago,BOS,Boston,37.1,33.4,2073
3739,2024-06-04,2024,6,4,19,DL,Delta Air Lines,DFW,Dallas,ATL,Atlanta,48.7,43.8,1424
3740,2024-06-04,2024,6,4,20,AA,American Airlines,SFO,San Francisco,DEN,Denver,4.2,3.8,2789
3741,2024-06-04,2024,6,4,21,B6,JetBlue,ATL,Atlanta,SFO,San Francisco,20.2,18.2,1865
3742,2024-06-04,2024,6,4,22,AA,American Airlines,BOS,Boston,ATL,Atlanta,8.7,7.8,395
3743,2024-06-04,2024,6,4,23,AA,American Airlines,LAX,Los Angeles,ORD,Chicago,4.4,4.0,1684
3744,2024-06-05,2024,6,5,0,AS,Alaska Airlines,LAX,Los Angeles,ORD,Chicago,21.4,19.3,1447
3745,2024-06-05,2024,6,5,1,UA,United Airlines,DFW,Dallas,ORD,Chicago,6.4,5.8,206
3746,2024-06-05,2024,6,5,2,AA,American Airlines,ATL,Atlanta,LAX,Los Angeles,1.6,1.4,1415
3747,2024-06-05,2024,6,5,3,AS,Alaska Airlines,DEN,Denver,BOS,Boston,12.2,11.0,2401
3748,2024-06-05,2024,6,5,4,B6,JetBlue,JFK,New York,SFO,San Francisco,16.2,14.6,389
3749,2024-06-05,2024,6,5,5,DL,Delta Air Lines,SFO,San Francisco,ORD,Chicago,27.6,24.8,1751
3750,2024-06-05,2024,6,5,6,UA,United Airlines,JFK,New York,LAX,Los Angeles,11.4,10.3,902
3751,2024-06-05,2024,6,5,7,AS,Alaska Airlines,ORD,Chicago,DFW,Dallas,26.5,23.9,963
3752,2024-06-05,2024,6,5,8,B6,JetBlue,ATL,Atlanta,SFO,San Francisco,20.7,18.6,2376
3753,2024-06-05,2024,6,5,9,WN,Southwest Airlines,ORD,Chicago,LAX,Los Angeles,38.9,35.0,468
3754,2024-06-05,2024,6,5,10,UA,United Airlines,LAX,Los Angeles,DFW,Dallas,28.8,25.9,1357
3755,2024-06-05,2024,6,5,11,AA,American Airlines,BOS,Boston,DFW,Dallas,19.4,17.5,533
3756,2024-06-05,2024,6,5,12,NK,Spirit Airlines,DFW,Dallas,LAX,Los Angeles,0.7,0.6,1863
3757,2024-06-05,2024,6,5,13,NK,Spirit Airlines,SFO,San Francisco,DFW,Dallas,8.4,7.6,2503
3758,2024-06-05,2024,6,5,14,AA,American Airlines,SFO,San Francisco,ATL,Atlanta,30.2,27.2,583
3759,2024-06-05,2024,6,5,15,B6,JetBlue,JFK,New York,SFO,San Francisco,5.4,4.9,256
3760,2024-06-05,2024,6,5,16,WN,Southwest Airlines,SFO,San Francisco,ATL,Atlanta,15.0,13.5,869
3761,2024-06-05,2024,6,5,17,AS,Alaska Airlines,ORD,Chicago,SFO,San Francisco,24.4,22.0,1913
3762,2024-06-05,2024,6,5,18,B6,JetBlue,LAX,Los Angeles,JFK,New York,47.2,42.5,2777
3763,2024-06-05,2024,6,5,19,AS,Alaska Airlines,LAX,Los Angeles,BOS,Boston,18.3,16.5,2232
3764,2024-06-05,2024,6,5,20,B6,JetBlue,SFO,San Francisco,JFK,New York,21.1,19.0,1927
3765,2024-06-05,2024,6,5,21,AA,American Airlines,ATL,Atlanta,BOS,Boston,18.8,16.9,1295
3766,2024-06-05,2024,6,5,22,AS,Alaska Airlines,LAX,Los Angeles,DFW,Dallas,13.8,12.4,2270
3767,2024-06-05,2024,6,5,23,DL,Delta Air Lines,BOS,Boston,JFK,New York,3.7,3.3,1827
3768,2024-06-06,2024,6,6,0,AA,American Airlines,DEN,Denver,DFW,Dallas,0.0,0.0,463
3769,2024-06-06,2024,6,6,1,AA,American Airlines,LAX,Los Angeles,JFK,New York,25.3,22.8,231
3770,2024-06-06,2024,6,6,2,AA,American Airlines,DFW,Dallas,ORD,Chicago,20.3,18.3,1116
3771,2024-06-06,2024,6,6,3,WN,Southwest Airlines,LAX,Los Angeles,ATL,Atlanta,14.9,13.4,296
3772,2024-06-06,2024,6,6,4,AS,Alaska Airlines,JFK,New York,DEN,Denver,30.6,27.5,2748
3773,2024-06-06,2024,6,6,5,WN,Southwest Airlines,ATL,Atlanta,JFK,New York,37.3,33.6,2452
3774,2024-06-06,2024,6,6,6,AS,Alaska Airlines,LAX,Los Angeles,ATL,Atlanta,22.8,20.5,350
3775,2024-06-06,2024,6,6,7,NK,Spirit Airlines,LAX,Los Angeles,ORD,Chicago,32.7,29.4,1799
3776,2024-06-06,2024,6,6,8,WN,Southwest Airlines,SFO,San Francisco,JFK,New York,26.6,23.9,297
3777,2024-06-06,2024,6,6,9,AA,American Airlines,BOS,Boston,SFO,San Francisco,41.4,37.3,2759
3778,2024-06-06,2024,6,6,10,DL,Delta Air Lines,ORD,Chicago,BOS,Boston,30.1,27.1,1896
3779,2024-06-06,2024,6,6,11,AA,American Airlines,SFO,San Francisco,LAX,Los Angeles,11.7,10.5,2106
3780,2024-06-06,2024,6,6,12,AA,American Airlines,DEN,Denver,DFW,Dallas,33.9,30.5,2562
3781,2024-06-06,2024,6,6,13,AA,American Airlines,BOS,Boston,SFO,San Francisco,18.5,16.7,2165
3782,2024-06-06,2024,6,6,14,WN,Southwest Airlines,ATL,Atlanta,BOS,Boston,10.5,9.5,2503
3783,2024-06-06,2024,6,6,15,UA,United Airlines,DEN,Denver,ORD,Chicago,21.4,19.3,2753
3784,2024-06-06,2024,6,6,16,UA,United Airlines,JFK,New York,LAX,Los Angeles,20.4,18.4,1994
3785,2024-06-06,2024,6,6,17,DL,Delta Air Lines,JFK,New York,ORD,Chicago,36.0,32.4,2581
3786,2024-06-06,2024,6,6,18,NK,Spirit Airlines,DEN,Denver,SFO,San Francisco,29.8,26.8,1090
3787,2024-06-06,2024,6,6,19,B6,JetBlue,DEN,Denver,ATL,Atlanta,44.1,39.7,332
3788,2024-06-06,2024,6,6,20,DL,Delta Air Lines,ORD,Chicago,DFW,Dallas,25.3,22.8,1904
3789,2024-06-06,2024,6,6,21,NK,Spirit Airlines,ORD,Chicago,DFW,Dallas,18.6,16.7,532
3790,2024-06-06,2024,6,6,22,NK,Spirit Airlines,BOS,Boston,LAX,Los Angeles,11.6,10.4,2439
3791,2024-06-06,2024,6,6,23,AA,American Airlines,SFO,San Francisco,JFK,New York,7.4,6.7,2160
3792,2024-06-07,2024,6,7,0,UA,United Airlines,DEN,Denver,SFO,San Francisco,9.5,8.6,1380
3793,2024-06-07,2024,6,7,1,WN,Southwest Airlines,SFO,San Francisco,BOS,Boston,5.1,4.6,1220
3794,2024-06-07,2024,6,7,2,B6,JetBlue,BOS,Boston,ORD,Chicago,15.6,14.0,873
3795,2024-06-07,2024,6,7,3,B6,JetBlue,SFO,San Francisco,DEN,Denver,25.2,22.7,249
3796,2024-06-07,2024,6,7,4,B6,JetBlue,DFW,Dallas,ATL,Atlanta,25.8,23.2,1790
3797,2024-06-07,2024,6,7,5,DL,Delta Air Lines,DEN,Denver,ATL,Atlanta,5.0,4.5,1657
3798,2024-06-07,2024,6,7,6,AA,American Airlines,JFK,New York,BOS,Boston,23.3,21.0,989
3799,2024-06-07,2024,6,7,7,B6,JetBlue,BOS,Boston,JFK,New York,26.0,23.4,1478
3800,2024-06-07,2024,6,7,8,B6,JetBlue,JFK,New York,DFW,Dallas,33.6,30.2,234
3801,2024-06-07,2024,6,7,9,UA,United Airlines,ORD,Chicago,ATL,Atlanta,35.1,31.6,1728
3802,2024-06-07,2024,6,7,10,AS,Alaska Airlines,ORD,Chicago,BOS,Boston,12.7,11.4,2028
3803,2024-06-07,2024,6,7,11,NK,Spirit Airlines,JFK,New York,LAX,Los Angeles,14.6,13.1,599
3804,2024-06-07,2024,6,7,12,AS,Alaska Airlines,BOS,Boston,SFO,San Francisco,18.9,17.0,1845
3805,2024-06-07,2024,6,7,13,AA,American Airlines,DFW,Dallas,LAX,Los Angeles,25.0,22.5,1770
3806,2024-06-07,2024,6,7,14,DL,Delta Air Lines,DEN,Denver,JFK,New York,19.3,17.4,2174
3807,2024-06-07,2024,6,7,15,AS,Alaska Airlines,SFO,San Francisco,ORD,Chicago,16.4,14.8,1028
3808,2024-06-07,2024,6,7,16,NK,Spirit Airlines,BOS,Boston,JFK,New York,19.7,17.7,2554
3809,2024-06-07,2024,6,7,17,UA,United Airlines,LAX,Los Angeles,DEN,Denver,36.7,33.0,1063
3810,2024-06-07,2024,6,7,18,WN,Southwest Airlines,JFK,New York,ATL,Atlanta,23.7,21.3,2175
3811,2024-06-07,2024,6,7,19,NK,Spirit Airlines,SFO,San Francisco,LAX,Los Angeles,36.0,32.4,1676
3812,2024-06-07,2024,6,7,20,AS,Alaska Airlines,ATL,Atlanta,DEN,Denver,35.5,32.0,544
3813,2024-06-07,2024,6,7,21,DL,Delta Air Lines,JFK,New York,ATL,Atlanta,18.9,17.0,884
3814,2024-06-07,2024,6,7,22,AA,American Airlines,ORD,Chicago,JFK,New York,5.3,4.8,1525
3815,2024-06-07,2024,6,7,23,DL,Delta Air Lines,LAX,Los Angeles,JFK,New York,11.5,10.4,1819
3816,2024-06-08,2024,6,8,0,AS,Alaska Airlines,ATL,Atlanta,BOS,Boston,18.6,16.7,225
3817,2024-06-08,2024,6,8,1,NK,Spirit Airlines,ORD,Chicago,SFO,San Francisco,15.1,13.6,1512
3818,2024-06-08,2024,6,8,2,AA,American Airlines,DFW,Dallas,JFK,New York,15.2,13.7,2118
3819,2024-06-08,2024,6,8,3,DL,Delta Air Lines,BOS,Boston,JFK,New York,14.3,12.9,788
3820,2024-06-08,2024,6,8,4,UA,United Airlines,LAX,Los Angeles,DFW,Dallas,14.0,12.6,777
3821,2024-06-08,2024,6,8,5,DL,Delta Air Lines,BOS,Boston,DEN,Denver,17.1,15.4,2612
3822,2024-06-08,2024,6,8,6,AS,Alaska Airlines,DEN,Denver,JFK,New York,22.5,20.3,928
3823,2024-06-08,2024,6,8,7,B6,JetBlue,JFK,New York,ATL,Atlanta,13.4,12.1,2523
3824,2024-06-08,2024,6,8,8,WN,Southwest Airlines,BOS,Boston,SFO,San Francisco,29.5,26.6,217
3825,2024-06-08,2024,6,8,9,DL,Delta Air Lines,DFW,Dallas,DEN,Denver,16.1,14.5,2776
3826,2024-06-08,2024,6,8,10,B6,JetBlue,ATL,Atlanta,BOS,Boston,23.6,21.2,392
3827,2024-06-08,2024,6,8,11,WN,Southwest Airlines,DFW,Dallas,SFO,San Francisco,22.3,20.1,2488
3828,2024-06-08,2024,6,8,12,UA,United Airlines,DEN,Denver,DFW,Dallas,25.5,23.0,2002
3829,2024-06-08,2024,6,8,13,DL,Delta Air Lines,SFO,San Francisco,DFW,Dallas,22.9,20.6,2038
3830,2024-06-08,2024,6,8,14,UA,United Airlines,ATL,Atlanta,ORD,Chicago,22.1,19.9,2325
3831,2024-06-08,2024,6,8,15,AS,Alaska Airlines,DFW,Dallas,ATL,Atlanta,27.1,24.4,2018
3832,2024-06-08,2024,6,8,16,B6,JetBlue,DFW,Dallas,BOS,Boston,10.2,9.2,1791
3833,2024-06-08,2024,6,8,17,B6,JetBlue,ORD,Chicago,LAX,Los Angeles,29.1,26.2,1861
3834,2024-06-08,2024,6,8,18,DL,Delta Air Lines,LAX,Los Angeles,SFO,San Francisco,32.7,29.4,1676
3835,2024-06-08,2024,6,8,19,UA,United Airlines,SFO,San Francisco,JFK,New York,34.9,31.4,373
